ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
3219,I code primarily as a hobby,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",3,,,,,,,Bash/Shell;C;C#;C++;Dart;HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript,Bash/Shell;C;C#;C++;Dart;HTML/CSS;JavaScript;Node.js;SQL;Swift,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MySQL;PostgreSQL;Redis,Google Cloud Platform,,Django;Express;Flask;Gatsby;React.js;Svelte,Express;Gatsby;React.js,.NET Core / .NET 5;Flutter,.NET Core / .NET 5;Flutter,Deno;Docker;Git;Kubernetes;Unity 3D,Deno;Docker;Git,Android Studio;Vim;Visual Studio;Visual Studio Code;Xcode,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,Under 18 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
3270,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Other (please specify):,12,4,"Developer, front-end;Developer, full-stack;Developer, back-end",2 to 9 employees,EUR European Euro,26448.0,Yearly,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript,Elixir;Go;Java;Kotlin,MongoDB;MySQL;PostgreSQL;SQLite,Cassandra;MongoDB;MySQL,AWS,,Angular.js;Express;FastAPI;Laravel;React.js;Spring,Spring,Cordova,,Docker;Git,Docker;Git;Kubernetes,Android Studio;Atom;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,IntelliJ;Notepad++;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,28590.0
3378,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Coding Bootcamp,11,5,"Developer, back-end;DevOps specialist",10 to 19 employees,EUR European Euro,33000.0,Yearly,C#;JavaScript;SQL,C#;SQL,MySQL;PostgreSQL;Redis,MySQL;PostgreSQL;Redis,Google Cloud Platform;Heroku;Microsoft Azure,Google Cloud Platform;Heroku;Microsoft Azure,ASP.NET;ASP.NET Core ,ASP.NET;ASP.NET Core ,.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,Rider;Visual Studio Code,Rider;Visual Studio Code,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,35672.0
3906,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Colleague,17,8,"Developer, mobile","1,000 to 4,999 employees",EUR European Euro,2200.0,Monthly,C#;LISP,Dart;Kotlin;Swift,SQLite,SQLite,,,,,,,Git;Xamarin,Git,Android Studio;Emacs;Visual Studio;Visual Studio Code,Android Studio;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Play games,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,28536.0
4122,I code primarily as a hobby,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",4,,,,,,,HTML/CSS;JavaScript;Node.js;TypeScript,Elixir;HTML/CSS;JavaScript;Node.js;PHP;TypeScript,Firebase;MongoDB,Firebase;MongoDB;PostgreSQL,Heroku,Heroku,Express;jQuery;React.js,Express;Gatsby;React.js;Vue.js,,,Git;Yarn,Deno;Git;Kubernetes;Yarn,IntelliJ;Visual Studio Code;Webstorm,IntelliJ;Visual Studio Code;Webstorm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,Under 18 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
4238,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,School;Online Courses or Certification,,,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Data scientist or machine learning specialist;Scientist",100 to 499 employees,EUR European Euro,,Monthly,C#;HTML/CSS;Java;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL;TypeScript,Oracle;PostgreSQL;SQLite,Oracle;PostgreSQL;SQLite,AWS;Oracle Cloud Infrastructure,AWS;Oracle Cloud Infrastructure,Django;Flask;jQuery;Spring,Angular;Django;jQuery;React.js;Spring,Keras;NumPy;Pandas;TensorFlow,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker;Git;Unity 3D,Git,Android Studio;Eclipse;IPython/Jupyter;Notepad++;Visual Studio Code,Eclipse;IPython/Jupyter;Notepad++;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
4299,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Other (please specify):;Colleague",4,2,"Developer, back-end",20 to 99 employees,EUR European Euro,2500.0,Monthly,Go;PHP,Go;Rust,Couchbase;MySQL;PostgreSQL,MySQL;PostgreSQL,AWS;DigitalOcean,AWS,Laravel;Vue.js,,,,Ansible;Docker;Git;Kubernetes;Terraform,Git,Vim;Visual Studio Code,Neovim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,32424.0
4649,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",20,9,"Developer, mobile",100 to 499 employees,EUR European Euro,2573.0,Monthly,Kotlin,Kotlin,MySQL,MySQL,Google Cloud Platform;Heroku;Microsoft Azure,Google Cloud Platform;Heroku;Microsoft Azure,,,,,Git,Git,Android Studio;IntelliJ,Android Studio;IntelliJ,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Visit another developer community (please name):,Stack Overflow,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,33372.0
5194,I am a developer by profession,Employed part-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55 - 64 years,School;Friend or family member,39,30,Data scientist or machine learning specialist,10 to 19 employees,EUR European Euro,56000.0,Yearly,Bash/Shell;C;C++;HTML/CSS;R;SQL,Bash/Shell;C;C++;HTML/CSS;R;Rust;SQL,PostgreSQL;SQLite,PostgreSQL;SQLite,AWS;Google Cloud Platform,AWS;Google Cloud Platform,jQuery,jQuery,Keras;TensorFlow,Keras;TensorFlow,Docker,Docker,Notepad++;RStudio;Vim,Notepad++;RStudio;Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,55-64 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,60535.0
5214,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague;Books / Physical media",,,"Developer, full-stack;Developer, back-end;DevOps specialist",100 to 499 employees,EUR European Euro,30000.0,Yearly,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;VBA,Bash/Shell;Java;JavaScript;Python;SQL,IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,DynamoDB;Elasticsearch;MongoDB;PostgreSQL,Heroku,,Angular;jQuery;Spring,Angular;Spring,,,Git,Docker;Git;Kubernetes;Unity 3D,Eclipse;IntelliJ;Sublime Text;Visual Studio Code,IntelliJ;PyCharm,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,,Hispanic or Latino/a/x,None of the above,None of the above,Too long,Easy,32429.0
5367,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Colleague,10,5,"Developer, mobile",20 to 99 employees,EUR European Euro,3500.0,Monthly,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift,Swift,Firebase;MariaDB;MySQL;Redis;SQLite,Elasticsearch,,,Drupal;jQuery,,Flutter,Flutter;TensorFlow,Git,Git,Android Studio;IntelliJ;NetBeans;Sublime Text;Xcode,Xcode,MacOS,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,I am blind / have difficulty seeing,Prefer not to say,Appropriate in length,Easy,45396.0
5405,I am a developer by profession,Employed part-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Other (please specify):",11,5,"Developer, back-end;Academic researcher",10 to 19 employees,EUR European Euro,2423.0,Monthly,,,,,,,,,,,,,Emacs;Vim,Emacs;Vim,Linux-based,Call a coworker or friend;Google it;Do other work and come back later;Play games;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,31428.0
5478,I am a student who is learning to code,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,School;Books / Physical media,,,,,,,,C;Haskell;Java;PHP;SQL,C++;LISP;TypeScript,,,,,Laravel,,,,Docker;Git,,IntelliJ;Vim;Visual Studio Code,,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
5482,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School;Online Courses or Certification;Books / Physical media,11,8,"Developer, full-stack",20 to 99 employees,EUR European Euro,32300.0,Monthly,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;TypeScript,MongoDB,Elasticsearch;MariaDB;MongoDB,,,Angular;Spring,Angular;Spring;Vue.js,,,Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes;Yarn,IntelliJ;Notepad++;Visual Studio Code,IntelliJ;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Gay or Lesbian,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,418992.0
5522,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague;Books / Physical media",16,12,"Developer, full-stack;Database administrator",20 to 99 employees,EUR European Euro,1800.0,Monthly,JavaScript;PHP;SQL;TypeScript,Go;Python,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,,Google Cloud Platform;Heroku,,Angular;Angular.js;jQuery,React.js,Apache Spark,React Native,Docker;Git,,Atom;Neovim;Sublime Text;Vim;Visual Studio Code,,Linux-based,Visit Stack Overflow;Google it;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,23352.0
5936,I am a student who is learning to code,"Student, full-time",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",,,,,,,,C#;C++;Node.js;Python,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,,,,,Express,jQuery;React.js;Svelte,NumPy;Pandas;TensorFlow,Flutter;Qt,Git;Unity 3D,Git;Unreal Engine,Visual Studio;Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,
6301,I am a student who is learning to code,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",6,,,,,,,C++;JavaScript;Python;Rust,Python;Rust,,,,,,,Qt,Qt,Git,Git,Neovim;PyCharm;Visual Studio Code,Neovim;PyCharm;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,18-24 years old,Man,No,,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
6315,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Colleague;Books / Physical media",12,10,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, embedded applications or devices;Designer;Engineering manager;Product manager","Just me - I am a freelancer, sole proprietor, etc.",GBP	Pound sterling,2300.0,Weekly,Bash/Shell;Groovy;HTML/CSS;Java;Kotlin,Bash/Shell;Kotlin,Firebase;MongoDB;MySQL;SQLite,MongoDB,AWS;Google Cloud Platform,Google Cloud Platform,,,,,Docker;Git;Terraform,Docker;Flow;Git;Kubernetes;Terraform,Android Studio;IntelliJ;Sublime Text,Android Studio;IntelliJ;Sublime Text,MacOS,Visit Stack Overflow;Google it;Do other work and come back later;Other (please specify):,Stack Overflow,A few times per week,Yes,A few times per week,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,148650.0
6385,I am a student who is learning to code,"Student, full-time",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,4,,,,,,,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;Kotlin;Rust;SQL;TypeScript,PostgreSQL,PostgreSQL;Redis;SQLite,Google Cloud Platform,AWS,Express;Gatsby;React.js;Svelte,React.js;Spring;Svelte,,,Docker;Git,Deno;Docker;Git;Kubernetes,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Queer,"Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,
6482,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Other (please specify):;Books / Physical media",4,4,Scientist,"1,000 to 4,999 employees",EUR European Euro,4500.0,Monthly,Julia;Python;R,Julia;Python;R,MariaDB;MongoDB,MariaDB;MongoDB,AWS,AWS;Google Cloud Platform,,,Apache Spark;Hadoop,Apache Spark;Hadoop;TensorFlow;Torch/PyTorch,Git,Git,RStudio,RStudio,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,58368.0
